[(953,640),(740,611),(959,247),(755,239)]
[(995,602),(794,576),(1003,206),(817,197)]
[(1023,1023),(833,517),(1023,1023),(853,142)]
[(1023,1023),(886,436),(1023,1023),(912,56)]
[(1023,1023),(883,337),(1023,1023),(1023,1023)]
[(1023,1023),(863,223),(1023,1023),(1023,1023)]
[(1023,1023),(834,169),(1023,1023),(1023,1023)]
[(1023,1023),(777,137),(1023,1023),(1023,1023)]
[(884,212),(691,159),(1023,1023),(1023,1023)]
[(804,255),(617,199),(1023,1023),(1023,1023)]
[(679,342),(499,281),(1023,1023),(1023,1023)]
[(572,426),(394,360),(684,67),(1023,1023)]
[(527,471),(350,406),(638,114),(459,52)]
[(479,516),(302,450),(590,161),(412,98)]
[(417,570),(239,506),(528,213),(349,151)]
[(325,621),(140,561),(434,262),(254,200)]
[(256,655),(64,602),(355,286),(168,229)]
[(169,698),(1023,1023),(251,318),(53,270)]
[(122,715),(1023,1023),(193,327),(9,288)]
[(55,728),(1023,1023),(107,333),(1023,1023)]
[(9,708),(1023,1023),(30,310),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(50,328),(1023,1023),(1023,1023),(1023,1023)]
[(117,346),(1023,1023),(1023,1023),(1023,1023)]
[(162,368),(1023,1023),(1023,1023),(1023,1023)]
[(222,400),(199,23),(1023,1023),(1023,1023)]
[(282,431),(254,56),(83,436),(52,53)]
[(374,464),(352,94),(187,469),(162,96)]
[(424,507),(402,136),(233,509),(208,138)]
[(473,556),(454,186),(283,558),(264,189)]
[(544,629),(521,255),(352,631),(335,258)]
[(632,711),(606,329),(434,709),(417,334)]
[(686,749),(663,368),(488,747),(472,368)]
[(1023,1023),(705,393),(532,760),(516,396)]
[(1023,1023),(756,415),(1023,1023),(563,416)]
[(1023,1023),(818,431),(1023,1023),(622,430)]
[(1023,1023),(865,443),(1023,1023),(663,439)]
[(1023,1023),(912,451),(1023,1023),(709,447)]
[(1023,1023),(970,456),(1023,1023),(768,449)]
[(1023,1023),(994,443),(1023,1023),(798,439)]
[(1023,1023),(1023,1023),(1023,1023),(856,401)]
[(1023,1023),(1023,1023),(1023,1023),(910,368)]
[(998,666),(1023,1023),(1023,1023),(1004,276)]
[(1013,616),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(954,372),(1023,1023),(1023,1023),(1023,1023)]
[(893,303),(1023,1023),(1023,1023),(1023,1023)]
[(838,242),(1023,1023),(1023,1023),(1023,1023)]
[(779,207),(1023,1023),(1023,1023),(1023,1023)]
[(706,197),(905,230),(1023,1023),(1023,1023)]
[(634,210),(828,247),(1023,1023),(1023,1023)]
[(551,224),(740,268),(1023,1023),(1023,1023)]
[(459,265),(643,311),(1023,1023),(1023,1023)]
[(348,323),(529,372),(1023,1023),(1023,1023)]
[(275,371),(455,421),(539,58),(1023,1023)]
[(219,411),(400,465),(490,104),(306,49)]
[(153,440),(337,492),(429,132),(244,77)]
[(65,471),(253,523),(349,160),(159,103)]
[(4,495),(183,549),(272,184),(80,125)]
[(1023,1023),(44,584),(134,206),(1023,1023)]
[(1023,1023),(5,590),(71,208),(1023,1023)]
[(1023,1023),(1023,1023),(20,204),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(126,368),(1023,1023),(1023,1023),(1023,1023)]
[(252,378),(55,359),(1023,1023),(1023,1023)]
[(379,418),(189,399),(394,47),(200,23)]
[(475,426),(287,407),(490,56),(300,39)]
[(562,433),(373,412),(590,64),(399,48)]
[(648,445),(459,425),(667,73),(476,61)]
[(707,452),(514,433),(730,79),(537,68)]
[(809,489),(610,464),(825,107),(630,97)]
[(865,500),(662,475),(885,116),(685,110)]
[(910,520),(704,495),(922,131),(720,125)]
[(969,539),(758,514),(977,146),(771,141)]
[(999,544),(803,522),(1004,151),(819,144)]
[(1023,1023),(842,523),(1023,1023),(854,143)]
[(1023,1023),(859,501),(1023,1023),(874,121)]
[(1023,1023),(865,452),(1023,1023),(884,72)]
[(1023,1023),(842,393),(1023,1023),(862,15)]
[(1023,1023),(830,344),(1023,1023),(1023,1023)]
[(1023,1023),(827,307),(1023,1023),(1023,1023)]
[(1023,1023),(807,271),(1023,1023),(1023,1023)]
[(965,231),(759,205),(1023,1023),(1023,1023)]
[(913,163),(712,134),(1023,1023),(1023,1023)]
[(856,106),(657,73),(1023,1023),(1023,1023)]
[(790,104),(597,65),(1023,1023),(1023,1023)]
[(720,152),(531,111),(1023,1023),(1023,1023)]
[(672,193),(480,148),(1023,1023),(1023,1023)]
[(621,505),(433,207),(1023,1023),(1023,1023)]
[(581,332),(397,283),(1023,1023),(1023,1023)]
[(528,417),(347,363),(619,51),(1023,1023)]
[(494,488),(313,430),(588,127),(405,71)]
[(458,546),(279,490),(554,184),(372,130)]
[(427,617),(246,555),(528,255),(347,198)]
[(417,660),(235,599),(519,295),(338,238)]
[(399,709),(215,645),(506,341),(327,280)]
[(360,744),(174,686),(465,376),(284,317)]
[(326,741),(137,687),(423,369),(233,313)]
[(314,712),(122,666),(395,337),(207,291)]
[(423,584),(232,551),(468,215),(279,183)]
[(521,547),(333,518),(553,177),(365,152)]
[(630,534),(440,503),(665,162),(483,137)]
[(694,539),(501,503),(734,163),(543,138)]
[(731,544),(539,504),(782,166),(589,138)]
[(664,527),(467,488),(705,152),(516,126)]
[(576,499),(388,467),(623,128),(433,103)]
[(445,453),(259,421),(493,85),(303,54)]
[(307,403),(114,375),(352,31),(151,3)]
[(185,367),(1023,1023),(228,0),(1023,1023)]
[(91,328),(1023,1023),(1023,1023),(1023,1023)]
[(22,324),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(90,380),(1023,1023),(1023,1023),(1023,1023)]
[(207,407),(231,24),(1023,1023),(1023,1023)]
[(279,433),(302,56),(82,413),(101,29)]
[(345,473),(365,97),(151,454),(168,75)]
[(409,473),(429,103),(220,452),(234,80)]
[(483,443),(509,72),(295,418),(317,46)]
[(573,398),(608,28),(386,371),(418,9)]
[(636,342),(1023,1023),(447,313),(1023,1023)]
[(698,313),(1023,1023),(509,283),(1023,1023)]
[(749,273),(1023,1023),(556,247),(1023,1023)]
[(830,217),(1023,1023),(632,192),(1023,1023)]
[(918,170),(1023,1023),(713,149),(1023,1023)]
[(978,151),(1023,1023),(771,128),(1023,1023)]
[(993,150),(1023,1023),(795,127),(1023,1023)]
[(990,168),(1023,1023),(792,143),(1023,1023)]
[(954,196),(1023,1023),(749,174),(1023,1023)]
[(823,261),(1023,1023),(625,234),(1023,1023)]
[(649,337),(1023,1023),(461,306),(1023,1023)]
[(571,370),(1023,1023),(376,339),(1023,1023)]
[(479,397),(532,25),(293,363),(1023,1023)]
[(416,417),(472,46),(229,380),(1023,1023)]
[(356,431),(419,62),(166,392),(1023,1023)]
[(303,448),(368,77),(112,408),(174,32)]
[(220,474),(298,104),(26,430),(101,50)]
[(144,502),(227,127),(1023,1023),(27,71)]
[(95,520),(180,144),(1023,1023),(1023,1023)]
[(30,536),(122,154),(1023,1023),(1023,1023)]
[(3,565),(77,182),(1023,1023),(1023,1023)]
[(1023,1023),(74,185),(1023,1023),(1023,1023)]
[(40,497),(128,120),(1023,1023),(1023,1023)]
[(95,384),(179,13),(1023,1023),(1023,1023)]
[(122,308),(1023,1023),(1023,1023),(1023,1023)]
[(144,241),(1023,1023),(1023,1023),(1023,1023)]
[(176,181),(1023,1023),(1023,1023),(1023,1023)]
[(189,143),(1023,1023),(1023,1023),(1023,1023)]
[(202,83),(1023,1023),(1023,1023),(1023,1023)]
[(224,43),(1023,1023),(1023,1023),(1023,1023)]
[(232,17),(1023,1023),(1023,1023),(1023,1023)]
[(235,14),(1023,1023),(1023,1023),(1023,1023)]
[(246,31),(1023,1023),(1023,1023),(1023,1023)]
[(257,79),(62,25),(1023,1023),(1023,1023)]
[(313,199),(125,147),(1023,1023),(1023,1023)]
[(360,267),(176,213),(1023,1023),(1023,1023)]
[(432,355),(249,305),(1023,1023),(1023,1023)]
[(536,451),(356,400),(617,83),(429,35)]
[(600,501),(416,451),(679,137),(497,93)]
[(685,584),(498,527),(766,210),(577,167)]
[(728,628),(536,570),(805,250),(614,207)]
[(759,684),(566,627),(840,304),(647,259)]
[(780,726),(584,662),(858,337),(664,296)]
[(783,756),(593,704),(874,382),(678,334)]
[(1023,1023),(606,745),(884,418),(686,369)]
[(1023,1023),(614,756),(900,441),(702,390)]
[(1023,1023),(1023,1023),(914,458),(714,407)]
[(1023,1023),(1023,1023),(926,443),(723,395)]
[(649,718),(1023,1023),(926,389),(723,344)]
[(691,661),(897,723),(967,332),(763,289)]
[(718,619),(925,677),(986,284),(786,247)]
[(781,527),(987,580),(1023,1023),(844,155)]
[(817,451),(1006,496),(1023,1023),(883,73)]
[(834,387),(1014,424),(1023,1023),(893,6)]
[(853,326),(1023,1023),(1023,1023),(1023,1023)]
[(873,264),(1023,1023),(1023,1023),(1023,1023)]
[(884,197),(1023,1023),(1023,1023),(1023,1023)]
[(908,164),(1023,1023),(1023,1023),(1023,1023)]
[(906,146),(1023,1023),(1023,1023),(1023,1023)]
[(870,204),(1023,1023),(1023,1023),(1023,1023)]
[(783,247),(1023,1023),(1023,1023),(1023,1023)]
[(725,286),(929,312),(1023,1023),(1023,1023)]
[(628,327),(825,358),(1023,1023),(1023,1023)]
[(485,372),(675,403),(721,24),(1023,1023)]
[(370,403),(554,436),(605,64),(413,34)]
[(303,416),(488,448),(537,78),(347,46)]
[(214,440),(402,474),(456,104),(264,69)]
[(116,459),(308,492),(365,120),(168,81)]
[(30,478),(227,514),(289,140),(92,95)]
[(1023,1023),(170,528),(237,152),(36,107)]
[(1023,1023),(107,544),(180,165),(1023,1023)]
[(1023,1023),(33,558),(108,174),(1023,1023)]
[(1023,1023),(64,526),(124,144),(1023,1023)]
[(1023,1023),(131,450),(173,72),(1023,1023)]
[(1023,1023),(198,366),(231,0),(1023,1023)]
[(68,279),(265,299),(1023,1023),(1023,1023)]
[(190,244),(382,263),(1023,1023),(1023,1023)]
[(260,276),(449,298),(1023,1023),(1023,1023)]
[(347,378),(535,397),(1023,1023),(1023,1023)]
[(411,465),(601,490),(623,112),(433,95)]
[(499,559),(693,586),(711,205),(520,190)]
[(599,638),(801,670),(817,281),(622,264)]
[(668,656),(876,692),(893,296),(690,279)]
[(725,648),(939,687),(957,288),(751,272)]
[(769,608),(982,645),(993,245),(795,231)]
[(784,549),(990,582),(1003,189),(816,173)]
[(780,464),(986,495),(1003,102),(815,89)]
[(764,371),(974,401),(997,8),(799,3)]
[(745,304),(952,343),(1023,1023),(1023,1023)]
[(679,262),(877,303),(1023,1023),(1023,1023)]
[(596,298),(786,345),(1023,1023),(1023,1023)]
[(476,347),(663,396),(1023,1023),(1023,1023)]
[(354,406),(534,461),(629,97),(443,46)]
[(291,427),(471,483),(566,120),(381,64)]
[(216,450),(398,510),(504,151),(320,89)]
[(138,458),(320,520),(433,161),(248,96)]
[(18,471),(208,529),(317,166),(126,100)]
[(1023,1023),(141,520),(248,153),(52,88)]
[(1023,1023),(82,501),(181,128),(3,73)]
[(1023,1023),(30,472),(122,95),(1023,1023)]
[(1023,1023),(12,413),(76,30),(1023,1023)]
[(1023,1023),(8,357),(1023,1023),(1023,1023)]
[(1023,1023),(18,309),(1023,1023),(1023,1023)]
[(1023,1023),(72,251),(1023,1023),(1023,1023)]
[(1023,1023),(126,214),(1023,1023),(1023,1023)]
[(1023,1023),(220,155),(1023,1023),(1023,1023)]
[(123,81),(321,103),(1023,1023),(1023,1023)]
[(208,42),(403,64),(1023,1023),(1023,1023)]
[(279,28),(472,50),(1023,1023),(1023,1023)]
[(315,64),(506,88),(1023,1023),(1023,1023)]
[(309,119),(501,145),(1023,1023),(1023,1023)]
[(332,235),(521,267),(1023,1023),(1023,1023)]
[(324,297),(511,329),(1023,1023),(1023,1023)]
[(309,360),(494,393),(1023,1023),(1023,1023)]
[(291,467),(478,504),(533,135),(344,98)]
[(287,499),(473,538),(528,167),(340,132)]
[(282,539),(469,580),(529,208),(343,172)]
[(272,584),(460,628),(520,255),(334,217)]
[(256,627),(446,673),(514,296),(328,511)]
[(217,689),(407,740),(487,360),(302,313)]
[(200,731),(389,760),(474,400),(288,352)]
[(169,756),(1023,1023),(451,446),(267,391)]
[(1023,1023),(1023,1023),(431,476),(246,423)]
[(1023,1023),(1023,1023),(455,468),(270,415)]
[(1023,1023),(1023,1023),(484,427),(297,378)]
[(263,693),(1023,1023),(518,360),(330,321)]
[(344,610),(534,648),(580,277),(393,246)]
[(413,573),(602,606),(638,234),(449,207)]
[(455,569),(646,602),(678,226),(488,204)]
[(505,563),(698,592),(726,216),(534,198)]
[(526,535),(716,569),(753,193),(561,169)]
[(451,490),(639,521),(680,149),(489,121)]
[(363,453),(549,485),(583,112),(395,86)]
[(252,406),(437,439),(489,71),(299,39)]
[(158,368),(347,400),(399,27),(203,2)]
[(58,336),(252,371),(310,7),(1023,1023)]
[(1023,1023),(153,340),(1023,1023),(1023,1023)]
[(1023,1023),(90,331),(1023,1023),(1023,1023)]
[(1023,1023),(18,317),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(118,347),(1023,1023),(1023,1023),(1023,1023)]
[(295,361),(101,338),(1023,1023),(1023,1023)]
[(388,375),(198,352),(1023,1023),(1023,1023)]
[(497,416),(311,389),(522,41),(1023,1023)]
[(592,427),(404,403),(616,55),(426,37)]
[(662,444),(475,419),(688,69),(495,55)]
[(746,475),(555,448),(774,95),(579,80)]
[(842,500),(643,472),(866,115),(665,103)]
[(930,516),(723,487),(950,123),(744,114)]
[(992,525),(791,497),(1001,132),(812,120)]
[(1023,1023),(844,496),(1023,1023),(868,116)]
[(1023,1023),(911,498),(1023,1023),(936,112)]
[(1023,1023),(949,488),(1023,1023),(976,99)]
[(1023,1023),(978,477),(1023,1023),(995,90)]
[(1023,1023),(968,459),(1023,1023),(991,69)]
[(1023,1023),(923,452),(1023,1023),(965,63)]
[(1023,1023),(830,467),(1023,1023),(876,86)]
[(864,527),(664,487),(915,139),(713,118)]
[(772,529),(579,491),(821,148),(625,126)]
[(668,520),(482,479),(717,147),(527,117)]
[(504,512),(319,474),(552,144),(367,110)]
[(375,499),(188,460),(440,134),(250,92)]
[(263,464),(68,425),(327,94),(128,48)]
[(187,438),(5,400),(247,64),(45,18)]
[(132,405),(1023,1023),(187,27),(1023,1023)]
[(47,343),(1023,1023),(1023,1023),(1023,1023)]
[(36,298),(1023,1023),(1023,1023),(1023,1023)]
[(124,191),(1023,1023),(1023,1023),(1023,1023)]
[(199,128),(1023,1023),(1023,1023),(1023,1023)]
[(257,79),(55,62),(1023,1023),(1023,1023)]
[(303,53),(103,36),(1023,1023),(1023,1023)]
[(374,55),(176,36),(1023,1023),(1023,1023)]
[(423,115),(230,95),(1023,1023),(1023,1023)]
[(459,157),(269,137),(1023,1023),(1023,1023)]
[(472,186),(280,166),(1023,1023),(1023,1023)]
[(503,227),(314,203),(1023,1023),(1023,1023)]
[(497,243),(308,220),(1023,1023),(1023,1023)]
[(485,277),(299,251),(1023,1023),(1023,1023)]
[(460,328),(275,299),(1023,1023),(1023,1023)]
[(453,368),(268,339),(1023,1023),(1023,1023)]
[(443,405),(258,372),(492,35),(1023,1023)]
[(431,448),(245,411),(486,80),(296,42)]
[(418,481),(234,442),(478,113),(288,73)]
[(410,514),(226,474),(476,148),(288,105)]
[(399,545),(214,501),(470,180),(281,136)]
[(395,563),(210,521),(465,198),(279,152)]
[(387,601),(201,555),(463,233),(278,186)]
[(380,642),(194,597),(455,273),(270,229)]
[(419,667),(231,621),(488,295),(303,252)]
[(481,688),(292,643),(542,312),(357,273)]
[(556,707),(367,663),(608,329),(423,295)]
[(624,723),(432,679),(674,342),(486,309)]
[(724,736),(527,694),(762,348),(568,320)]
[(799,723),(599,680),(830,332),(636,308)]
[(866,698),(660,656),(892,307),(692,285)]
[(929,640),(721,602),(953,245),(747,230)]
[(995,580),(801,540),(1013,183),(832,166)]
[(1023,1023),(862,460),(1023,1023),(893,80)]
[(1023,1023),(881,423),(1023,1023),(915,34)]
[(1023,1023),(884,348),(1023,1023),(1023,1023)]
[(1023,1023),(883,299),(1023,1023),(1023,1023)]
[(1023,1023),(845,237),(1023,1023),(1023,1023)]
[(1023,1023),(805,214),(1023,1023),(1023,1023)]
[(957,257),(753,219),(1023,1023),(1023,1023)]
[(865,305),(670,263),(1023,1023),(1023,1023)]
[(754,347),(565,302),(1023,1023),(1023,1023)]
[(665,388),(483,339),(1023,1023),(1023,1023)]
[(558,440),(379,385),(651,74),(466,23)]
[(495,465),(309,411),(580,103),(395,49)]
[(421,494),(243,435),(524,136),(340,77)]
[(285,532),(91,480),(376,171),(188,111)]
[(205,551),(14,499),(300,184),(108,126)]
[(124,556),(1023,1023),(222,184),(27,124)]
[(48,574),(1023,1023),(138,193),(1023,1023)]
[(3,566),(1023,1023),(65,183),(1023,1023)]
[(1023,1023),(1023,1023),(14,156),(1023,1023)]
[(1023,1023),(1023,1023),(7,141),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(99,127),(1023,1023),(1023,1023),(1023,1023)]
[(161,128),(1023,1023),(1023,1023),(1023,1023)]
[(216,145),(1023,1023),(1023,1023),(1023,1023)]
[(263,181),(65,167),(1023,1023),(1023,1023)]
[(295,229),(99,216),(1023,1023),(1023,1023)]
[(375,325),(182,306),(1023,1023),(1023,1023)]
[(387,364),(196,348),(1023,1023),(1023,1023)]
[(404,387),(213,370),(1023,1023),(1023,1023)]
[(457,430),(270,412),(478,62),(284,43)]
[(527,489),(337,471),(540,118),(348,103)]
[(604,502),(416,482),(619,129),(428,116)]
[(690,535),(499,515),(703,160),(511,150)]
[(732,547),(538,525),(743,168),(551,159)]
[(794,580),(595,555),(804,195),(608,184)]
[(828,588),(628,564),(837,203),(639,192)]
[(876,592),(670,565),(887,202),(686,192)]
[(944,595),(734,565),(960,197),(753,190)]
[(987,595),(779,563),(999,196),(806,183)]
[(1003,595),(809,566),(1014,199),(830,184)]
[(1023,1023),(840,553),(1023,1023),(863,170)]
[(1023,1023),(885,516),(1023,1023),(908,130)]
[(1023,1023),(919,488),(1023,1023),(943,97)]
[(1023,1023),(940,396),(1023,1023),(953,8)]
[(1023,1023),(973,311),(1023,1023),(1023,1023)]
[(1023,1023),(962,228),(1023,1023),(1023,1023)]
[(1023,1023),(899,182),(1023,1023),(1023,1023)]
[(1023,1023),(849,171),(1023,1023),(1023,1023)]
[(966,190),(756,162),(1023,1023),(1023,1023)]
[(889,197),(686,164),(1023,1023),(1023,1023)]
[(814,219),(617,183),(1023,1023),(1023,1023)]
[(747,267),(554,223),(1023,1023),(1023,1023)]
[(692,323),(504,277),(1023,1023),(1023,1023)]
[(645,365),(459,320),(1023,1023),(1023,1023)]
[(605,413),(421,363),(692,40),(1023,1023)]
[(548,443),(364,389),(639,71),(1023,1023)]
[(482,483),(300,427),(579,112),(390,57)]
[(424,509),(241,451),(526,143),(337,86)]
[(366,532),(172,476),(456,163),(267,104)]
[(290,554),(99,500),(387,182),(194,123)]
[(230,566),(34,517),(320,189),(116,134)]
[(190,567),(5,521),(273,188),(71,135)]
[(102,562),(1023,1023),(171,175),(1023,1023)]
[(61,545),(1023,1023),(114,152),(1023,1023)]
[(22,508),(1023,1023),(61,112),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(55,402),(1023,1023),(1023,1023),(1023,1023)]
[(235,414),(234,23),(1023,1023),(1023,1023)]
[(440,470),(439,88),(245,460),(240,78)]
[(550,477),(551,96),(357,467),(352,88)]
[(705,487),(714,102),(517,473),(515,97)]
[(882,504),(881,107),(675,487),(674,106)]
[(959,512),(956,107),(744,494),(743,111)]
[(998,529),(996,125),(795,511),(796,123)]
[(1023,1023),(1023,1023),(848,527),(846,135)]
[(1023,1023),(1023,1023),(880,538),(880,144)]
[(1023,1023),(1023,1023),(932,541),(935,143)]
[(1023,1023),(1023,1023),(965,539),(979,139)]
[(1023,1023),(1023,1023),(956,531),(975,131)]
[(1023,1023),(1023,1023),(920,525),(942,128)]
[(1023,1023),(1023,1023),(823,510),(846,119)]
[(959,556),(1023,1023),(746,523),(773,136)]
[(850,600),(887,202),(643,563),(682,183)]
[(687,660),(727,274),(480,624),(532,245)]
[(610,700),(663,313),(408,657),(471,279)]
[(544,715),(608,327),(350,670),(416,289)]
[(442,723),(512,336),(246,679),(320,295)]
[(384,711),(457,326),(188,667),(264,282)]
[(300,700),(375,313),(100,660),(179,270)]
[(240,700),(320,312),(40,657),(120,267)]
[(185,688),(266,297),(2,640),(64,250)]
[(152,689),(234,297),(1023,1023),(31,251)]
[(94,675),(179,281),(1023,1023),(1023,1023)]
[(22,674),(102,274),(1023,1023),(1023,1023)]
[(1023,1023),(26,257),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(52,200),(1023,1023),(1023,1023),(1023,1023)]
[(158,197),(113,589),(1023,1023),(1023,1023)]
[(262,176),(223,562),(54,141),(1023,1023)]
[(350,168),(318,551),(148,138),(120,525)]
[(465,133),(440,511),(266,110),(247,490)]
[(581,94),(560,473),(383,73),(367,450)]
[(649,69),(632,451),(451,54),(449,427)]
[(748,34),(730,424),(544,24),(533,403)]
[(838,6),(819,393),(641,1),(627,366)]
[(1023,1023),(877,359),(1023,1023),(676,335)]
[(1023,1023),(923,336),(1023,1023),(712,316)]
[(1023,1023),(979,304),(1023,1023),(770,282)]
[(1023,1023),(1001,283),(1023,1023),(805,260)]
